repo,username,issue_num,title,body,prediction,probability,likes,dislikes,prediction_type,logs,threshold,labeled
anonymous,anonymous,14,Updates breadcrumbs are not working properly,"Just noticed that when I read a Record article on a court case, and click the breadcrumb at the top that is labeled FEC Record - Litigation, it takes me to   https://www.fec.gov/updates/?record-category=litigation    Which seems right, but what is generated is a really random list of a bunch of news items, and not all of them are about litigation or are Record articles.    The breadcrumb should point to https://www.fec.gov/updates/?update_type=fec-record&category=litigation    **To Do**  - [ ] Fix the breadcrumbs for the Record category mentioned above and the other Record categories.  - [ ] Research if this affects other breadcrumbs for categories in updates for Record, tips, Press Releases and Weekly Digests.  - [ ] Fix any other categories as needed.  ",document,0.036230054,6,0,people approved,,0.610000014,0
anonymous,anonymous,14,Updates breadcrumbs are not working properly,"Just noticed that when I read a Record article on a court case, and click the breadcrumb at the top that is labeled FEC Record - Litigation, it takes me to   https://www.fec.gov/updates/?record-category=litigation    Which seems right, but what is generated is a really random list of a bunch of news items, and not all of them are about litigation or are Record articles.    The breadcrumb should point to https://www.fec.gov/updates/?update_type=fec-record&category=litigation    **To Do**  - [ ] Fix the breadcrumbs for the Record category mentioned above and the other Record categories.  - [ ] Research if this affects other breadcrumbs for categories in updates for Record, tips, Press Releases and Weekly Digests.  - [ ] Fix any other categories as needed.  ",design,0.033095978,6,0,people approved,,0.790000022,0
anonymous,anonymous,14,Updates breadcrumbs are not working properly,"Just noticed that when I read a Record article on a court case, and click the breadcrumb at the top that is labeled FEC Record - Litigation, it takes me to   https://www.fec.gov/updates/?record-category=litigation    Which seems right, but what is generated is a really random list of a bunch of news items, and not all of them are about litigation or are Record articles.    The breadcrumb should point to https://www.fec.gov/updates/?update_type=fec-record&category=litigation    **To Do**  - [ ] Fix the breadcrumbs for the Record category mentioned above and the other Record categories.  - [ ] Research if this affects other breadcrumbs for categories in updates for Record, tips, Press Releases and Weekly Digests.  - [ ] Fix any other categories as needed.  ",ui,0.02596736,6,0,people approved,,0.639999986,0
anonymous,anonymous,14,Updates breadcrumbs are not working properly,"Just noticed that when I read a Record article on a court case, and click the breadcrumb at the top that is labeled FEC Record - Litigation, it takes me to   https://www.fec.gov/updates/?record-category=litigation    Which seems right, but what is generated is a really random list of a bunch of news items, and not all of them are about litigation or are Record articles.    The breadcrumb should point to https://www.fec.gov/updates/?update_type=fec-record&category=litigation    **To Do**  - [ ] Fix the breadcrumbs for the Record category mentioned above and the other Record categories.  - [ ] Research if this affects other breadcrumbs for categories in updates for Record, tips, Press Releases and Weekly Digests.  - [ ] Fix any other categories as needed.  ",performance,0.007355827,6,0,people approved,,0.330000013,0
anonymous,anonymous,14,Updates breadcrumbs are not working properly,"Just noticed that when I read a Record article on a court case, and click the breadcrumb at the top that is labeled FEC Record - Litigation, it takes me to   https://www.fec.gov/updates/?record-category=litigation    Which seems right, but what is generated is a really random list of a bunch of news items, and not all of them are about litigation or are Record articles.    The breadcrumb should point to https://www.fec.gov/updates/?update_type=fec-record&category=litigation    **To Do**  - [ ] Fix the breadcrumbs for the Record category mentioned above and the other Record categories.  - [ ] Research if this affects other breadcrumbs for categories in updates for Record, tips, Press Releases and Weekly Digests.  - [ ] Fix any other categories as needed.  ",server,0.00308537,6,0,people approved,,0.800000012,0
anonymous,anonymous,14,Updates breadcrumbs are not working properly,"Just noticed that when I read a Record article on a court case, and click the breadcrumb at the top that is labeled FEC Record - Litigation, it takes me to   https://www.fec.gov/updates/?record-category=litigation    Which seems right, but what is generated is a really random list of a bunch of news items, and not all of them are about litigation or are Record articles.    The breadcrumb should point to https://www.fec.gov/updates/?update_type=fec-record&category=litigation    **To Do**  - [ ] Fix the breadcrumbs for the Record category mentioned above and the other Record categories.  - [ ] Research if this affects other breadcrumbs for categories in updates for Record, tips, Press Releases and Weekly Digests.  - [ ] Fix any other categories as needed.  ",database,0.00289958,6,0,people approved,,0.419999987,0
anonymous,anonymous,14,Updates breadcrumbs are not working properly,"Just noticed that when I read a Record article on a court case, and click the breadcrumb at the top that is labeled FEC Record - Litigation, it takes me to   https://www.fec.gov/updates/?record-category=litigation    Which seems right, but what is generated is a really random list of a bunch of news items, and not all of them are about litigation or are Record articles.    The breadcrumb should point to https://www.fec.gov/updates/?update_type=fec-record&category=litigation    **To Do**  - [ ] Fix the breadcrumbs for the Record category mentioned above and the other Record categories.  - [ ] Research if this affects other breadcrumbs for categories in updates for Record, tips, Press Releases and Weekly Digests.  - [ ] Fix any other categories as needed.  ",security,0.001042231,6,0,people approved,,0.819999993,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",bug,1.000010014,6,1,people approved,,0.939999998,1
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",enhancement,0.99940294,1,6,people disapproved,,0.939999998,1
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",server,0.998508811,1,6,people disapproved,,0.800000012,1
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",client,0.00001,6,0,people approved,,0.689999998,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",question,0.00001,6,0,people approved,,0.550000012,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",database,0.00001,5,0,people approved,,0.419999987,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",security,0.00001,6,0,people approved,,0.819999993,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",performance,0.00001,6,0,people approved,,0.330000013,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",document,0.00001,6,0,people approved,,0.610000014,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",design,0.00001,6,0,people approved,,0.790000022,0
anonymous,anonymous,17,Test if OUT folder is mapped correctly,"In the   current `run.sh` script the ""OUT"" directory is also mounted in the   image.___ **TODO**:___ * Make sure the ""OUT"" folder is   created in the working directory___ *   Make sure the ""OUT"" folder is available within the image",ui,0.00001,6,0,people approved,,0.639999986,0
anonymous,anonymous,18,"Create a ""Tock is Down"" page","We should have an ""out of order"" page we can put up if we need to take the app down on short notice.",enhancement,1.000010014,7,0,people approved,,0.939999998,1
anonymous,anonymous,18,"Create a ""Tock is Down"" page","We should have an ""out of order"" page we can put up if we need to take the app down on short notice.",design,1.000010014,7,0,people approved,,0.790000022,1
anonymous,anonymous,18,"Create a ""Tock is Down"" page","We should have an ""out of order"" page we can put up if we need to take the app down on short notice.",client,0.737168193,1,6,people disapproved,,0.689999998,1
anonymous,anonymous,18,"Create a ""Tock is Down"" page","We should have an ""out of order"" page we can put up if we need to take the app down on short notice.",bug,0.48439005,6,0,people approved,,0.939999998,0
anonymous,anonymous,18,"Create a ""Tock is Down"" page","We should have an ""out of order"" page we can put up if we need to take the app down on short notice.",ui,0.01206378,1,5,manually labeled,,0.639999986,0
